id,model1,model2,model3
4472,0,1500,0
4473,0,0,1000
4476,0,2000,1500
4477,0,1500,1500
4480,0,2000,2000
4481,0,1000,1500
4484,0,1000,1000
4485,0,1000,1000
4488,0,1500,0
4489,0,1000,1500
4496,0,2000,2000
4497,0,0,1500
4512,0,1000,1000
4513,0,0,0
4528,0,0,0
4529,0,0,0
4544,0,0,1500
4545,0,1500,1500
4548,0,2000,2000
4549,0,1500,1000
4550,0,1000,1000
4551,0,0,0
4552,0,0,0
4553,0,0,1000
4564,0,0,0
4565,0,0,2000
4576,0,0,1000
4577,0,1000,2000
4578,0,0,0
4579,0,0,0
4584,0,0,0
4585,0,0,0
4594,0,1000,1000
4595,0,2000,1000
4596,0,1000,1000
4597,0,1000,2000
4604,0,0,0
4605,0,0,1500
4606,0,0,0
4607,0,0,0
4608,0,0,0
4609,0,0,0
4610,0,0,0
4611,0,0,0
4612,0,0,0
4613,0,0,0
4614,0,0,0
4615,0,0,0
4616,0,0,0
4617,0,0,1500
4618,0,1500,1000
4619,0,0,0
4626,0,2000,2000
4627,0,0,0
4636,0,1000,1000
4637,0,0,0
4654,0,0,0
4655,0,0,0
4668,0,0,0
4669,0,1000,1000
4674,0,1000,1000
4675,0,1000,2000
4676,0,0,0
4677,0,1000,1000
4680,0,2000,1000
4681,0,0,0
4682,0,0,0
4683,0,2000,2000
4688,0,1000,1000
4689,0,2000,2000
4690,0,0,0
4691,0,0,0
4694,0,1500,1500
4695,0,0,1500
4696,2000,2000,2000
4697,0,1500,1000
4698,0,0,0
4699,0,0,1000
4700,0,1500,0
4701,0,0,1500
4702,0,0,0
4703,0,2000,2000
4704,0,1000,1000
4705,0,1500,1000
4710,0,0,0
4711,0,0,1000
4712,0,0,0
4713,0,0,0
4714,0,1500,1500
4715,0,1500,1500
4718,0,1500,0
4719,0,2000,0
4730,0,1500,1000
4731,0,0,1500
4742,0,0,1000
4743,0,0,1000
4746,0,0,0
4747,0,0,0
4748,0,0,0
4749,0,0,0
4752,0,0,0
4753,0,0,0
4766,0,1000,1000
4767,0,1500,1500
4776,0,1000,0
4777,0,2000,1000
4778,0,1000,1000
4779,0,1000,1000
4780,0,1000,1000
4781,0,1000,1000
4788,0,1000,1000
4789,0,1500,0
4796,0,1000,1000
4797,0,0,1500
4798,0,1000,1000
4799,0,0,1500
4800,0,1000,1000
4801,0,0,1000
4802,0,1000,0
4803,0,0,1000
4818,0,1500,1000
4819,0,2000,1000
4822,0,1000,1000
4823,0,1000,0
4826,0,1000,1000
4827,0,0,0
4828,0,0,0
4829,0,1000,0
4836,0,1000,1000
4837,0,1000,1000
4846,0,0,0
4847,0,0,0
4860,0,2000,2000
4861,0,1000,1000
4864,0,1000,1000
4865,0,1000,1000
4866,0,0,0
4867,0,0,0
4876,0,1000,1000
4877,0,1000,1000
4880,0,2000,2000
4881,0,1500,2000
4882,0,2000,2000
4883,0,1500,1500
4888,0,1000,1000
4889,1000,1000,1000
4910,1000,1000,2000
4911,1000,1500,2000
4912,0,0,1000
4913,0,0,1500
4916,0,1000,1500
4917,0,1500,1500
4918,0,0,0
4919,0,0,0
4922,0,0,2000
4923,0,0,1000
4924,0,0,0
4925,0,1500,1500
4926,0,1000,1000
4927,0,0,0
4928,0,1000,1000
4929,0,1500,1000
4936,1000,1000,1000
4937,0,1000,1000
4938,0,0,1000
4939,0,1500,1500
4940,0,1000,1000
4941,0,1000,1000
4946,0,1000,1000
4947,0,0,2000
4948,0,0,0
4949,0,0,1500
4956,0,0,0
4957,0,0,0
4958,0,1500,1500
4959,0,0,1500
4960,0,1000,1000
4961,0,1500,1500
4966,0,1000,1500
4967,0,1500,1000
4968,0,0,0
4969,0,0,1500
4970,0,1000,1500
4971,0,1500,1500
4984,0,0,0
4985,1000,1000,1000
4990,0,1000,1500
4991,0,1500,1500
4996,0,0,0
4997,0,0,0
5004,0,1500,1500
5005,0,1500,1500
5012,0,1000,1000
5013,0,1000,1000
5014,0,0,1000
5015,0,0,0
5016,0,1000,1000
5017,0,0,0
5022,0,0,0
5023,0,0,0
5026,0,0,1500
5027,0,1000,1000
5034,0,1000,1000
5035,0,1000,1000
5056,0,0,0
5057,0,1500,0
5066,0,0,1000
5067,0,2000,1500
5068,0,1500,1500
5069,0,1500,1500
5072,0,1000,1000
5073,0,1500,1500
5078,0,1500,0
5079,0,1500,1500
5086,0,0,0
5087,0,0,0
5090,0,1000,1000
5091,0,1500,1500
5094,0,1000,1000
5095,0,2000,0
5098,0,1000,1000
5099,0,0,0
5102,0,0,0
5103,0,1000,1000
5114,0,1000,1000
5115,0,1000,1000
5118,0,0,0
5119,0,0,0
5120,0,0,0
5121,0,0,0
5122,0,1500,0
5123,0,1000,2000
5128,0,2000,0
5129,0,1000,1000
5150,0,1000,0
5151,0,0,0
5168,0,0,0
5169,0,0,1000
5170,0,1500,1500
5171,0,0,0
5182,0,0,0
5183,0,0,0
5184,0,1000,1000
5185,0,2000,1000
5192,0,1000,1500
5193,0,1500,1500
5194,0,0,0
5195,0,0,1000
5196,0,0,0
5197,0,0,0
5198,0,0,0
5199,0,0,1000
5202,0,1500,1500
5203,0,1500,1500
5204,0,1500,1500
5205,0,0,0
5208,0,1000,1500
5209,0,1000,1000
5212,0,1000,0
5213,0,1000,0
5214,0,1000,1000
5215,0,1000,1500
5224,0,1500,0
5225,0,0,0
5238,0,1500,0
5239,0,1500,1500
5246,0,0,0
5247,0,0,0
5250,0,0,0
5251,0,0,0
5252,0,1000,1000
5253,0,0,0
5254,0,1500,1000
5255,0,2000,2000
5258,0,1500,1500
5259,0,1000,1000
5264,0,0,0
5265,0,0,0
5268,0,1000,1000
5269,0,1000,1000
5274,0,1500,1500
5275,0,0,0
5282,0,0,0
5283,0,0,0
5288,0,1500,1500
5289,0,1000,1000
5290,0,1500,1500
5291,0,1000,1500
5292,0,0,0
5293,0,1000,1000
5300,0,1000,1000
5301,0,2000,1000
5308,0,1500,1500
5309,0,1000,1500
5314,0,1500,1500
5315,0,1000,1000
5316,0,1500,0
5317,0,1500,0
5322,0,1500,0
5323,0,0,0
5326,0,0,0
5327,0,1500,1500
5346,0,1000,1000
5347,0,1500,1000
5352,0,1000,1000
5353,0,1500,1500
5362,0,0,0
5363,0,0,0
5368,0,1000,0
5369,0,1500,1500
5372,0,0,1000
5373,0,1000,2000
5382,0,1500,1500
5383,0,1500,1500
5384,0,0,0
5385,0,1500,1500
5386,0,0,0
5387,0,1500,1500
5390,0,0,1000
5391,0,1500,1500
5394,0,1500,0
5395,1500,1500,1500
5398,0,2000,2000
5399,0,1500,1500
5408,0,0,0
5409,0,1500,1500
5418,0,0,0
5419,0,1000,1000
5420,0,1500,1000
5421,0,1000,1500
5422,0,0,0
5423,0,2000,1500
5428,0,0,1000
5429,0,1000,1500
5430,0,0,0
5431,0,0,1500
5434,0,1000,1000
5435,0,0,1500
5438,0,1000,1000
5439,0,1500,1500
5444,0,1000,1000
5445,0,1000,1500
5460,0,1000,0
5461,0,2000,1500
5462,0,1000,0
5463,0,1000,1500
5470,0,0,0
5471,0,1000,1500
5474,0,1000,1000
5475,0,2000,1500
5478,0,0,1000
5479,0,1000,1000
5488,0,1000,1000
5489,0,1000,1000
5508,0,0,0
5509,0,1500,1500
5520,0,0,0
5521,0,0,0
5528,0,0,0
5529,0,0,2000
5532,0,1500,1500
5533,0,1500,1500
5536,0,0,1500
5537,0,0,0
5544,0,1500,1000
5545,0,1500,1500
5548,0,0,0
5549,0,0,1500
5554,0,0,0
5555,0,0,0
5558,0,0,1000
5559,0,1500,1000
5564,0,1500,1000
5565,0,0,0
5566,0,2000,2000
5567,0,1000,2000
5574,0,2000,2000
5575,0,1000,0
5578,0,2000,1000
5579,0,0,0
5580,0,0,0
5581,0,0,0
5594,0,0,0
5595,0,0,1000
5606,0,0,0
5607,0,0,0
5610,0,1000,1000
5611,0,1000,1000
5620,0,0,0
5621,0,0,0
5632,0,1000,1000
5633,0,2000,2000
5634,0,0,0
5635,0,0,0
5650,0,0,0
5651,0,0,0
5662,0,1500,1000
5663,0,1000,1000
5670,0,0,0
5671,0,2000,2000
5672,0,0,0
5673,0,2000,2000
5692,0,1000,1000
5693,0,0,0
5700,0,0,0
5701,0,0,0
5706,0,0,0
5707,0,0,0
5710,0,1500,1000
5711,0,0,0
5718,0,0,1500
5719,0,0,1500
5720,0,2000,2000
5721,0,1500,1500
5722,0,0,0
5723,0,0,0
5724,0,0,0
5725,0,0,0
5726,0,1000,1000
5727,0,0,1500
5728,0,2000,1000
5729,0,1500,2000
5754,0,1500,1500
5755,0,1500,1500
5764,0,1000,1000
5765,0,0,0
5770,0,2000,0
5771,0,1500,0
5772,0,1000,2000
5773,0,1500,1500
5776,0,1000,0
5777,0,0,0
5778,0,0,0
5779,0,0,0
5780,0,0,0
5781,0,0,0
5792,0,1000,1000
5793,0,1500,1500
5794,0,0,0
5795,0,0,0
5818,0,1000,0
5819,0,0,0
5822,0,0,0
5823,0,0,0
5830,0,1000,1000
5831,0,2000,2000
5832,0,1000,1000
5833,0,0,0
5834,0,1000,1000
5835,0,2000,2000
5840,0,1000,1000
5841,0,0,1500
5842,0,0,0
5843,0,1000,0
5844,0,0,0
5845,0,0,0
5850,0,0,0
5851,0,1500,1500
5866,0,0,0
5867,0,1000,0
5872,0,0,0
5873,0,2000,0
5876,0,0,0
5877,0,1000,1000
5884,0,0,0
5885,0,1000,1000
5892,0,0,0
5893,0,0,0
5896,0,1000,0
5897,0,0,0
5898,0,1500,1500
5899,0,1000,1000
5902,0,0,0
5903,0,0,1500
5908,0,0,0
5909,0,0,0
5912,1000,1000,1000
5913,0,1000,1000
5914,0,0,0
5915,0,1000,1000
5920,0,0,0
5921,0,1000,1000
5922,0,0,0
5923,0,0,0
5934,0,1000,1000
5935,0,0,0
5938,0,0,0
5939,0,0,1500
5954,0,0,0
5955,0,0,0
5956,0,1000,1000
5957,0,0,0
5958,0,2000,2000
5959,0,1000,1000
5968,0,0,0
5969,0,0,0
5972,0,0,0
5973,0,0,0
5976,0,0,0
5977,0,1000,1000
5978,0,1000,2000
5979,0,0,0
5984,0,0,0
5985,0,0,1000
5994,0,1000,1000
5995,0,0,0
6002,0,2000,0
6003,0,0,0
6008,0,1500,0
6009,0,1000,2000
6012,1000,1500,1500
6013,2000,1500,2000
6016,0,0,1500
6017,0,0,0
6024,0,1500,1000
6025,0,1000,1000
6036,0,1000,1000
6037,0,0,1500
6038,0,0,0
6039,0,0,0
6042,0,0,0
6043,0,0,0
6068,0,1000,1000
6069,0,0,0
6070,0,1500,1000
6071,0,1000,1000
6074,0,1500,1500
6075,0,1000,1000
6076,0,1000,1000
6077,0,1000,1000
6080,0,0,0
6081,0,0,0
6082,0,0,0
6083,0,0,0
6086,0,0,0
6087,0,0,0
6090,0,0,0
6091,0,0,0
6100,0,0,0
6101,0,0,0
6106,0,1000,0
6107,0,0,0
6112,0,1500,1500
6113,0,1500,1500
6126,0,1000,1000
6127,0,0,0
6132,0,0,0
6133,0,0,0
6136,0,0,0
6137,0,0,0
6138,1000,1500,1000
6139,0,1000,1000
6142,0,1000,1000
6143,0,0,0
6144,0,0,0
6145,0,0,0
6146,0,0,0
6147,0,0,0
6154,0,0,1000
6155,0,0,0
6168,0,2000,2000
6169,0,2000,2000
6170,0,1000,1000
6171,0,1000,1000
6176,0,1500,0
6177,0,0,1500
6178,0,1000,1000
6179,0,0,0
6182,0,0,1000
6183,0,0,1000
6198,0,0,0
6199,0,0,0
6200,0,0,0
6201,0,0,0
6204,0,0,0
6205,0,0,0
6206,0,1000,1000
6207,0,1500,1500
6218,0,0,0
6219,0,0,0
6220,0,0,0
6221,0,0,0
6224,0,0,0
6225,0,0,0
6234,0,1000,1500
6235,0,1500,1500
6242,0,1500,1000
6243,0,1000,1000
6248,0,0,1000
6249,0,0,0
6252,0,1000,1000
6253,0,0,0
6262,0,0,0
6263,0,0,0
6278,0,0,0
6279,0,0,0
6290,0,0,0
6291,0,1000,0
6292,0,1000,1000
6293,0,0,0
6304,0,0,1500
6305,0,1500,1500
6312,0,0,0
6313,0,0,0
6322,0,0,0
6323,0,0,0
6338,0,0,0
6339,0,1000,1000
6346,0,1000,1000
6347,0,1500,0
6348,0,2000,1000
6349,0,1000,1000
6358,0,1500,0
6359,0,0,0
6360,0,0,0
6361,0,0,0
6362,0,1000,1000
6363,0,1000,1000
6370,0,1000,1000
6371,0,1500,0
6376,0,1000,0
6377,0,0,0
6392,0,1000,1000
6393,0,0,1000
6400,0,0,0
6401,0,0,0
6408,0,0,0
6409,0,0,0
6420,0,2000,1000
6421,0,0,0
6424,0,0,0
6425,0,0,1500
6438,0,0,0
6439,0,0,0
6444,0,0,0
6445,0,0,0
6446,0,0,0
6447,0,0,1500
6456,0,0,0
6457,0,0,0
6460,0,0,0
6461,0,0,0
6464,0,0,0
6465,0,0,0
6468,0,0,0
6469,0,0,0
6476,0,1000,1000
6477,0,0,1000
6478,0,1500,1500
6479,0,0,1000
6482,0,0,0
6483,0,0,0
6484,0,1000,1000
6485,0,1500,1500
6504,0,0,0
6505,0,0,0
6506,0,1000,0
6507,0,0,0
6508,0,1000,0
6509,0,0,0
6532,0,1000,1000
6533,0,0,0
6534,0,0,0
6535,0,0,0
6540,0,2000,2000
6541,0,0,2000
6544,0,0,0
6545,0,0,0
6550,0,1500,1500
6551,0,0,1500
6552,0,2000,1500
6553,0,0,0
6562,0,0,0
6563,0,0,0
6564,0,0,2000
6565,0,0,2000
6566,0,1500,1500
6567,0,0,2000
6572,0,0,0
6573,0,0,0
6574,0,0,0
6575,0,0,0
6584,0,2000,0
6585,0,1000,1000
6588,0,0,0
6589,0,0,0
6590,0,0,0
6591,0,0,0
6596,0,0,0
6597,0,0,0
6598,0,0,0
6599,0,0,0
6604,0,1500,1000
6605,0,2000,1000
6610,0,0,0
6611,0,0,0
6614,0,0,0
6615,0,0,0
6626,0,0,0
6627,0,0,0
6628,0,1500,1000
6629,0,0,0
6630,0,0,0
6631,0,0,0
6642,0,0,0
6643,0,0,0
6646,0,1000,1000
6647,0,0,0
6652,0,0,0
6653,0,0,0
6656,0,0,1000
6657,0,1000,0
6666,0,0,0
6667,0,0,0
6670,0,0,0
6671,0,0,0
6682,0,0,0
6683,0,1500,0
6686,0,2000,2000
6687,0,2000,2000
6702,0,1000,0
6703,0,0,0
6708,0,0,0
6709,0,0,0
6710,0,1000,1000
6711,0,0,0
6716,0,0,0
6717,0,0,0
6730,0,2000,2000
6731,0,1000,1000
6736,0,1000,1000
6737,0,0,0
6738,0,1000,1000
6739,0,1500,1000
6740,0,0,1000
6741,0,0,0
6754,0,1000,1000
6755,0,1000,1000
6756,0,1000,0
6757,0,0,0
6760,0,1500,2000
6761,0,0,0
6764,0,0,0
6765,0,0,0
6768,0,2000,2000
6769,0,1000,2000
6770,0,1000,1000
6771,0,1000,1000
6772,0,0,0
6773,0,0,0
6786,0,0,0
6787,0,1000,0
6800,0,0,0
6801,0,0,0
6806,0,2000,1500
6807,0,1000,1000
6824,0,1000,0
6825,0,1500,0
6828,0,1000,1000
6829,0,0,0
6830,0,0,2000
6831,0,0,0
6838,0,2000,0
6839,0,1000,1000
6844,0,1000,1000
6845,0,0,0
6846,0,0,0
6847,0,0,0
6856,0,0,0
6857,0,0,0
6858,0,2000,2000
6859,1500,2000,2000
6872,0,0,0
6873,0,1500,0
6874,0,0,0
6875,0,0,0
6876,0,1000,0
6877,0,1000,1000
6880,0,0,1000
6881,0,0,0
6884,0,1000,1000
6885,0,1000,0
6896,0,1000,1000
6897,0,1000,1000
6898,0,1000,1000
6899,0,1000,1000
6902,0,0,0
6903,0,1000,0
6904,0,0,0
6905,0,0,0
6924,0,1000,1000
6925,0,0,0
6926,0,1000,1000
6927,0,0,0
6932,0,1000,0
6933,0,0,1000
6950,0,2000,2000
6951,1500,1500,1500
6960,0,1000,1000
6961,0,1000,1000
6964,0,0,1000
6965,0,0,1000
6972,0,1000,1000
6973,0,0,1000
6982,0,1000,1000
6983,0,1000,2000
6988,0,0,1000
6989,0,1000,1500
6992,0,1000,1000
6993,0,2000,2000
6998,0,0,0
6999,0,0,0
7008,0,1000,1000
7009,0,1000,0
7010,0,0,0
7011,0,0,0
7014,0,0,0
7015,0,0,0
7020,0,1000,2000
7021,0,0,1000
7022,0,1000,1000
7023,1000,1000,1000
7032,0,1500,1500
7033,0,1000,1000
7034,0,1500,1000
7035,1000,1000,1000
7038,0,1500,1500
7039,0,0,0
7042,0,0,0
7043,0,1000,1000
7044,0,0,0
7045,0,1000,0
7046,0,1000,0
7047,0,0,0
7060,0,1500,0
7061,0,1000,1000
7068,0,1000,1000
7069,0,1000,1000
7072,0,0,0
7073,0,0,0
7078,0,1000,0
7079,0,0,1000
7084,0,1500,0
7085,0,1000,1000
7086,0,2000,0
7087,0,1000,1500
7094,0,2000,1500
7095,0,2000,1000
7102,0,1000,0
7103,0,0,0
7114,0,1000,1000
7115,0,1500,1500
7116,0,0,0
7117,0,0,0
7122,0,0,0
7123,0,0,1000
7124,0,0,0
7125,0,0,0
7128,0,0,0
7129,0,0,0
7136,0,0,0
7137,0,0,0
7142,0,0,0
7143,0,0,0
7144,0,2000,1500
7145,0,2000,0
7152,0,1500,1500
7153,0,1500,1500
7156,0,1500,1000
7157,0,0,0
7158,0,1500,1500
7159,0,0,0
7160,0,1500,2000
7161,0,1000,1000
7162,0,2000,2000
7163,0,1000,1000
7164,0,0,0
7165,0,0,0
7166,0,0,0
7167,0,2000,0
7178,0,1000,1000
7179,1000,1000,2000
7180,0,1000,1000
7181,0,0,0
7184,0,0,0
7185,0,0,0
7186,1000,1000,1000
7187,0,1500,2000
7192,0,0,0
7193,0,0,0
7198,0,0,0
7199,0,0,0
7208,0,1000,1000
7209,0,1000,0
7218,0,1500,1000
7219,0,1000,1000
7220,0,0,0
7221,0,1000,0
7222,0,1000,1500
7223,0,2000,2000
7228,0,1500,1500
7229,1000,1000,1000
7234,0,0,0
7235,0,0,0
7254,0,1000,1000
7255,0,1000,1000
7256,0,1000,1000
7257,0,1500,1500
7258,0,0,0
7259,0,0,1000
7260,0,0,0
7261,0,0,0
7264,0,0,0
7265,0,0,0
7266,0,1000,1000
7267,0,2000,2000
7268,0,1000,0
7269,0,0,0
7272,0,1000,1000
7273,0,1000,1000
7278,0,0,1500
7279,0,0,0
7280,0,0,0
7281,0,0,0
7282,0,1000,0
7283,0,0,0
7288,0,1000,1000
7289,0,0,0
7298,0,1500,0
7299,0,0,0
7312,0,0,0
7313,0,0,0
7326,0,0,0
7327,0,1500,0
7334,0,1500,1000
7335,0,1000,1500
7338,0,0,0
7339,0,0,0
7346,0,0,0
7347,0,1500,1500
7354,0,0,0
7355,0,0,1000
7356,0,2000,1500
7357,0,1500,1000
7360,0,0,0
7361,0,1500,0
7370,0,1500,1500
7371,0,1500,1500
7372,0,1000,1000
7373,0,2000,2000
7376,0,0,1500
7377,0,0,0
7378,0,0,0
7379,0,0,0
7382,0,1000,1000
7383,1000,1000,1000
7384,0,1000,1000
7385,0,1000,1500
7390,0,0,1000
7391,0,1000,0
7392,0,1000,1000
7393,0,1000,1000
7402,0,1000,1000
7403,0,1000,1000
7406,0,1000,1000
7407,0,0,0
7416,0,0,0
7417,0,0,0
7418,0,1000,1000
7419,0,0,0
7428,0,0,0
7429,0,0,0
7430,0,0,1000
7431,0,0,0
7446,0,2000,1500
7447,0,1500,1500
7450,0,2000,0
7451,0,0,0
7452,0,0,0
7453,0,0,0
7458,0,0,0
7459,0,0,0
7460,0,0,1000
7461,0,0,0
7466,0,0,0
7467,0,0,0
7470,0,0,0
7471,0,0,0
7478,0,0,0
7479,0,0,0
7486,0,0,0
7487,0,0,0
7490,0,1500,1500
7491,0,0,0
7500,0,0,1000
7501,0,1000,1000
7516,0,2000,1000
7517,0,0,1000
7518,0,1000,1000
7519,0,1000,1000
7522,0,2000,2000
7523,0,1000,2000
7524,0,1500,1000
7525,0,1500,2000
7532,0,2000,1000
7533,0,2000,2000
7544,0,2000,2000
7545,0,1000,1000
7550,0,2000,1000
7551,0,2000,2000
7556,0,2000,0
7557,0,0,0
7566,0,2000,2000
7567,0,0,1000
7568,0,2000,1500
7569,0,0,0
7570,1000,2000,2000
7571,1000,2000,2000
7574,0,1000,0
7575,0,0,0
7588,0,0,0
7589,0,0,0
7590,0,2000,2000
7591,0,2000,2000
7592,0,0,0
7593,0,1000,1000
7612,0,1000,1000
7613,0,1000,2000
7616,0,1000,1000
7617,0,0,0
7618,0,1000,1000
7619,0,0,0
7624,0,0,0
7625,0,0,0
7630,0,0,0
7631,0,1000,2000
7634,0,0,0
7635,0,0,0
7642,0,2000,1000
7643,0,1000,1000
7644,0,1000,1000
7645,0,2000,1000
7648,0,0,0
7649,0,0,0
7660,0,1000,0
7661,0,0,0
7664,0,1000,1000
7665,0,1000,1000
7666,0,1000,1000
7667,0,0,0
7670,0,0,0
7671,0,2000,0
7672,0,1000,1000
7673,0,0,0
7674,0,1000,2000
7675,0,1000,1000
7678,0,2000,1500
7679,0,2000,1500
7688,0,0,0
7689,0,0,0
7690,0,1000,1000
7691,0,0,0
7694,0,0,0
7695,0,0,0
7700,0,1500,1000
7701,1000,2000,2000
7702,0,2000,0
7703,0,2000,2000
7708,0,1000,1000
7709,1500,1500,1500
7718,0,2000,2000
7719,0,1000,1000
7722,0,1000,0
7723,0,1000,0
7736,0,0,0
7737,0,1000,1000
7740,0,0,0
7741,0,0,0
7742,1000,1000,1000
7743,1000,1500,2000
7748,0,1500,2000
7749,0,1500,2000
7754,0,0,1000
7755,0,0,1000
7762,0,1000,1000
7763,0,2000,0
7764,0,1000,1000
7765,0,0,0
7770,0,1000,1000
7771,0,0,0
7776,0,2000,1500
7777,0,1000,1500
7788,0,1000,0
7789,0,2000,1500
7800,0,1000,0
7801,0,2000,0
7826,1000,1000,2000
7827,1000,1000,2000
7834,0,1000,1000
7835,0,1000,2000
7838,1000,1000,1000
7839,0,1000,1000
7842,0,1000,1000
7843,0,1000,1000
7844,1000,2000,2000
7845,1500,1500,1500
7848,0,1000,2000
7849,0,1000,2000
7852,1000,1000,1000
7853,1000,2000,2000
7862,0,0,1000
7863,0,0,0
7870,0,0,0
7871,0,0,0
7874,0,0,0
7875,0,1000,1000
7882,0,1000,0
7883,0,1000,1000
7886,0,0,1500
7887,0,0,0
7892,0,0,0
7893,0,1000,1000
7900,0,0,1000
7901,0,0,0
7906,0,0,0
7907,0,0,1000
7918,0,0,0
7919,0,0,0
7940,0,1000,1500
7941,0,0,1500
7944,0,1000,1000
7945,1000,1000,1000
7950,0,1500,1000
7951,0,1000,1000
7956,0,1500,1000
7957,0,0,0
7960,0,1000,1000
7961,0,0,0
7990,0,1000,0
7991,0,1000,1000
8002,0,0,0
8003,0,0,0
8004,1000,1000,1500
8005,0,1000,1000
8006,0,1500,1500
8007,0,0,1000
8008,0,0,0
8009,0,0,0
8016,0,1000,1000
8017,0,0,1000
8020,0,0,1000
8021,0,1000,1000
8024,0,0,0
8025,0,0,0
8028,0,2000,2000
8029,0,1500,1500
8030,0,1500,1500
8031,0,2000,1500
8038,0,0,0
8039,0,1500,1500
8050,0,1000,1000
8051,0,1000,1000
8052,0,1000,1000
8053,0,0,1000
8054,0,1000,1500
8055,0,0,0
8056,0,0,1000
8057,0,0,0
8058,0,0,0
8059,0,1500,1500
8064,0,1000,1000
8065,0,0,0
8070,0,0,0
8071,0,0,0
8082,0,0,0
8083,0,0,0
8088,0,1000,0
8089,0,0,1500
8092,0,1000,0
8093,0,0,0
8094,0,0,0
8095,0,0,0
8100,0,0,0
8101,0,0,0
8106,0,0,0
8107,0,0,0
8114,0,1500,1000
8115,0,0,0
8122,0,0,0
8123,0,0,0
8138,0,0,0
8139,0,1500,1500
8142,0,0,0
8143,0,0,0
8146,0,0,0
8147,0,0,0
8154,0,1500,1500
8155,0,0,1000
8160,0,0,0
8161,0,0,1500
8162,0,0,0
8163,0,0,1000
8166,0,0,0
8167,0,0,0
8172,0,0,0
8173,0,0,0
8174,0,0,0
8175,0,0,0
8176,0,0,0
8177,0,0,0
8178,0,1500,1000
8179,0,0,0
8182,0,0,0
8183,0,0,0
8190,0,1000,1000
8191,0,0,0
8196,0,0,0
8197,0,0,0
8200,0,0,0
8201,0,0,0
8204,0,1000,2000
8205,0,0,0
8206,0,0,0
8207,0,0,0
8208,0,2000,0
8209,0,0,1000
8218,0,0,0
8219,1000,1000,1500
8222,0,0,0
8223,0,0,0
8240,0,0,1500
8241,0,0,0
8246,0,0,0
8247,0,0,0
8248,0,1000,1000
8249,0,0,0
8252,0,0,0
8253,0,0,0
8254,0,1000,0
8255,0,1000,1000
8256,0,0,0
8257,0,0,0
8266,0,0,0
8267,0,0,0
8272,0,0,0
8273,0,0,0
8276,0,0,0
8277,0,0,0
8278,0,0,0
8279,0,1500,1500
8282,0,0,0
8283,0,0,0
8286,0,0,0
8287,0,0,0
8294,0,1000,1000
8295,0,1500,1000
8308,0,0,0
8309,0,0,0
8316,0,0,0
8317,0,0,2000
8322,0,0,0
8323,0,0,0
8326,0,1000,1000
8327,0,2000,0
8328,0,0,0
8329,0,2000,2000
8340,0,0,0
8341,0,0,0
8342,0,1000,1000
8343,0,0,0
8346,0,0,0
8347,0,0,0
8354,0,0,0
8355,0,0,0
8358,0,0,0
8359,0,1500,2000
8364,2000,2000,1000
8365,0,2000,2000
8366,0,2000,1000
8367,0,1000,1000
8386,0,1000,1000
8387,0,0,0
8396,0,2000,0
8397,0,2000,2000
8398,0,0,0
8399,0,0,0
8400,0,0,0
8401,0,0,0
8404,0,0,0
8405,0,0,0
8406,0,0,0
8407,0,0,0
8408,0,0,0
8409,0,0,0
8412,0,1500,1500
8413,0,0,0
8414,0,0,0
8415,0,0,0
8418,0,0,0
8419,0,0,1500
8436,0,0,0
8437,0,0,0
8444,0,0,0
8445,0,1500,0
8448,0,0,0
8449,0,0,0
8452,0,0,0
8453,0,1000,0
8454,0,0,0
8455,0,0,0
8458,0,0,0
8459,0,0,0
8460,0,0,0
8461,0,0,0
8464,0,0,0
8465,0,0,0
8468,0,0,0
8469,0,1000,1000
8488,0,0,1000
8489,0,0,0
8492,0,1000,1000
8493,0,1000,1000
8498,0,0,0
8499,0,1000,1000
8502,0,0,0
8503,0,0,0
8506,0,0,0
8507,0,1000,1000
8522,0,1000,1000
8523,0,1000,1000
8526,0,1000,1000
8527,0,0,0
8528,0,0,0
8529,0,0,0
8532,0,0,0
8533,0,0,1000
8534,0,0,0
8535,0,0,0
8566,0,0,0
8567,0,0,0
8580,0,1000,1000
8581,0,1500,1500
8582,0,0,0
8583,0,1500,0
8586,0,0,1000
8587,0,1000,0
8592,0,0,0
8593,0,1000,1000
8596,0,0,0
8597,0,2000,0
8598,0,1000,1000
8599,0,0,0
8602,0,1500,1000
8603,0,1000,1000
8624,0,0,0
8625,0,2000,0
8632,0,0,0
8633,0,0,0
8636,0,0,1000
8637,0,1000,1000
8640,0,0,0
8641,0,0,0
8646,0,0,0
8647,0,0,0
8650,0,0,0
8651,0,0,0
8654,0,0,0
8655,0,1000,1000
8658,0,0,0
8659,0,1000,1000
8662,0,0,0
8663,0,1000,0
8664,0,0,0
8665,0,0,0
8670,0,0,0
8671,0,0,0
8676,0,2000,0
8677,0,1000,1000
8678,0,0,0
8679,0,2000,0
8684,0,1500,1500
8685,0,1500,1500
8688,0,1500,1000
8689,0,1500,0
8690,0,1000,0
8691,0,0,1000
8702,0,1000,0
8703,0,1500,0
8704,0,0,0
8705,0,2000,0
8708,0,0,0
8709,0,0,0
8740,0,0,0
8741,0,0,0
8742,0,0,0
8743,0,0,0
8746,0,0,0
8747,0,2000,2000
8748,0,1000,1000
8749,0,1000,1000
8750,0,0,0
8751,0,0,0
8754,0,1000,1000
