id,money,college,score,num,order,consume,consumesum,consumeavg,consumemax,remaindersum,remainderavg,remaindermax,其他 ,图书馆,开水,教务处,文印中心,校医院,校车,洗衣房 ,淋浴,超市,食堂 ,zongji,engeer,time_stamp
12850,0,9,437,2933,0.148994204,1938,14450.92,7.410728205,517.86,476294.14,244.2534051,505.31,0,96.4,1219.47,5.4,0.6,0,606.46,3,166.6,665.4,3955.87,6719.2,0.588741219,36
12851,0,9,438,2933,0.149335152,1735,12633.06,7.243727064,300,365128.88,209.3628899,335.06,0,233,588.7,21.2,31.6,0,544.4,0,89.7,651.3,4048.16,6208.06,0.652081327,32
12860,0,9,447,2933,0.152403682,1567,12854.33,8.161479365,400,208110.42,132.1336,421.85,0,231.5,1478.22,0.7,5,0,152.2,157.82,125.2,1113.2,3128.49,6392.33,0.489413094,48
12861,0,9,448,2933,0.15274463,1561,20195.4,12.92092131,200,162696.72,104.0925912,233.43,0,484.8,1590.72,16,237.88,0,402.58,91.98,144.6,850.6,3846.24,7665.4,0.501766379,55
12870,0,9,457,2933,0.155813161,1129,8174.23,7.214677846,200,60824.7,53.68464254,225.2,0.8,241.3,783.19,34.1,3.6,0,203.79,115.26,47,220.7,2503.49,4153.23,0.60278145,45
12871,1500,9,458,2933,0.156154108,1144,11901.03,10.36675087,200,58976.45,51.37321429,207.45,0,412.79,674.71,21,280.9,0,368.06,112.14,32.3,119.8,2609.33,4631.03,0.563444849,86
12872,0,9,459,2933,0.156495056,1011,8603.52,8.468031496,500,281606.2,277.1714567,961.38,0,325.6,1131.86,65.1,0,0,467,0,56.7,311.7,2265.56,4623.52,0.490007613,96
12873,0,9,460,2933,0.156836004,753,10406.79,13.80210875,200,91478.8,121.3246684,271.23,0,274.05,427.1,0,19.6,0,564.8,0,10.3,286.6,2714.34,4296.79,0.631713442,128
12876,0,9,463,2933,0.157858848,993,9236.05,9.291800805,500,122107.19,122.8442555,532.68,20,85.5,1153.95,0,15.5,0,279.3,100.92,16.85,320.9,2588.13,4581.05,0.564964364,37
12877,2000,9,464,2933,0.158199795,999,10050.07,10.00006965,200,72727.75,72.3659204,240.98,0,97.6,1255.6,12.6,59.7,0,755.8,104.52,54.7,416.65,2124.2,4881.37,0.435164718,7
12884,0,9,471,2933,0.16058643,1452,9789.74,6.742245179,300,210414.56,144.9136088,456.71,0.6,88.6,804.58,40,2.35,0,572.91,90.74,158.78,691.4,2467.54,4917.5,0.501787494,69
12885,0,9,472,2933,0.160927378,1351,9230.2,6.832124352,200,104857.26,77.61455218,264.36,0,197.6,634.59,50.5,54.95,0,550.73,68.16,138.1,402,2569.57,4666.2,0.550677211,78
12890,0,9,477,2933,0.162632117,1747,9112.67,5.216182026,200,336374.05,192.543818,312.73,5.9,33.5,877.68,122,2.2,0,700.17,11,133.13,208.5,2518.59,4612.67,0.546015648,54
12891,0,9,478,2933,0.162973065,999,4814.92,4.81973974,200,178950.09,179.1292192,303.63,0,33.8,534.62,23.7,8,0,396.1,0,71.6,67.55,1279.55,2414.92,0.529851921,41
12892,0,9,479,2933,0.163314013,1561,14967.27,9.582119078,500,174819.95,111.9205826,508.56,0,497.5,1425.25,30,1.1,0,242.2,398.76,220.2,1203.8,3390.68,7409.49,0.457613142,46
12893,0,9,480,2933,0.163654961,1443,16820.1,11.6482687,200,106165.34,73.5217036,237.7,0,507.03,1568,138.6,21.5,29,665.15,309.6,105.6,1417.9,2972.98,7735.36,0.384336346,70
12894,0,9,481,2933,0.163995909,1000,8982.61,8.98261,300,79586.23,79.58623,304.98,0,238.6,1111.01,12.2,0.6,0,219.3,112.8,79.5,554.8,2173.8,4502.61,0.48278665,26
12895,0,9,482,2933,0.164336856,1015,10249.56,10.03874633,200,53622.46,52.51954946,214.86,0,230.1,711.27,16.5,152.6,0,685.1,57.6,88.3,1139.6,2055.49,5136.56,0.400168595,2
12898,0,9,485,2933,0.1653597,1230,8836.56,7.184195122,300,136865.04,111.2723902,343.39,0,164.1,1140.78,27,0,0,120.46,14.4,36.3,237.04,2496.48,4236.56,0.58927054,67
12899,1500,9,486,2933,0.165700648,1330,9992.79,7.490847076,200,141196.75,105.8446402,225.98,0,160,1599.09,33.8,16.3,0,863.13,10.8,118.5,444.5,1464.67,4710.79,0.310918126,57
12902,0,9,489,2933,0.166723491,1140,30275.2,26.41815009,4407,174224.73,152.0285602,4399.84,0,119,885.46,0,10.6,0,280.15,111.72,91.5,649.7,3081.01,5229.14,0.589200136,18
12903,0,9,490,2933,0.167064439,1090,12489.62,11.39563869,300,101518.04,92.62594891,303.45,0,164.65,906.58,48.5,69.05,0,200.6,105.96,46.1,818.7,3566.28,5926.42,0.601759578,27
12906,0,9,493,2933,0.168087283,1129,10322.22,9.134707965,800,516953.77,457.4812124,943.23,0,9.3,866.92,30.4,2.6,0,177.28,251.22,159.9,930.7,3073.9,5502.22,0.558665411,-1
12907,0,9,494,2933,0.16842823,328,4254.25,12.97027439,500,83313.79,254.0054573,516.42,0,193.75,364.4,25,38,0,68.15,0,64.8,283.9,1180.65,2218.65,0.532147928,16
12908,0,9,495,2933,0.168769178,1171,9088.05,7.74769821,600,266935.94,227.5668713,616.83,0,74,897.98,6.6,18.1,0,209.76,61.2,161.9,386.7,2801.81,4618.05,0.606708459,38
12909,0,9,496,2933,0.169110126,1164,11931.15,10.17148338,500,279983.99,238.6905286,546,0,246.39,719.75,58.88,56.55,0,474.9,51,156.23,421.2,3146.25,5331.15,0.590163473,20
12916,0,9,503,2933,0.171496761,1546,12750.9,8.19466581,300,236805.28,152.1884833,414.94,1.4,320.4,1183.41,42.7,5.6,0,228.17,93.6,178.7,342.9,3785.98,6182.86,0.612334745,42
12917,0,9,504,2933,0.171837709,1116,11360.81,10.01835097,500,209600.69,184.83306,548.97,0,377.2,680.96,0,2.85,0,243.9,111.6,83.8,584.4,3419.32,5504.03,0.621239346,63
12926,0,9,513,2933,0.174906239,1487,8585.69,5.742936455,200,143961.05,96.29501672,507.47,0,98.51,1156.3,0.9,9.5,0,144.35,25.54,140.8,371.3,2540.47,4487.67,0.566100003,19
12927,1500,9,514,2933,0.175247187,1315,9559.29,7.182036063,150,94602.56,71.07630353,178.3,0,101.2,346.49,30,1.35,0,599.1,6.54,64.9,440.34,2984.37,4574.29,0.652422562,13
12928,0,9,515,2933,0.175588135,1206,12143.14,10.05226821,500,201400.63,166.7223758,618.08,15,53.9,1354.3,52.2,1,0,286.4,101.94,131,1308.8,2825,6129.54,0.460882872,7
12929,0,9,516,2933,0.175929083,940,11363.61,12.06328025,800,219687.3,233.2136943,820.61,0,241.7,626.65,6.5,15.29,0,570.67,64.86,57.9,644.5,2577.06,4805.13,0.536314314,86
12938,0,9,525,2933,0.178997613,1454,9133.66,6.268812629,230.72,119471.63,81.99837337,258.52,0,420.3,807.74,22,16.3,0,123.86,108.14,144.5,476.9,2332.37,4452.11,0.523879689,43
12939,0,9,526,2933,0.179338561,948,5473.03,5.773238397,200,68352.12,72.10139241,211.7,0,258.35,439.34,31.1,9.35,0,319.85,30,55,280.4,1368.14,2791.53,0.490103993,101
12940,0,9,527,2933,0.179679509,1156,10071.07,8.6894478,500,212156.99,183.0517601,548.95,0,217.2,1029.83,0,53.9,0,397.6,65.68,204.3,1036.95,2002.01,5007.47,0.399804692,53
12941,0,9,528,2933,0.180020457,1329,10360.16,7.760419476,200,100971.35,75.63397004,225.83,0,499.65,758.18,4,39.2,0,616.25,87.3,219.5,998.5,1910.58,5133.16,0.372203477,54
12952,0,9,539,2933,0.183770883,1918,10240.45,5.330791255,200,127837.49,66.54736596,276.1,0,310.9,1044.1,20,16.9,0,172.26,121.08,132.05,474.8,2821.94,5114.03,0.551803568,95
12953,1500,9,540,2933,0.184111831,1563,10113.85,6.470793346,300,115210.14,73.71090211,311.6,0,314.8,1402.29,25.9,3.65,0,641.7,117.78,113.1,383.31,1949.5,4952.03,0.393676937,134
12954,0,9,541,2933,0.184452779,1600,11595.35,7.23353088,150,74753.19,46.6333063,322.34,0,223.3,675.92,41,0.6,0,342.1,119.26,165.3,391.9,3718.85,5678.23,0.654931202,55
12955,0,9,542,2933,0.184793727,919,6912.57,7.521838955,100,25908.82,28.19240479,107.35,0,202.4,478.14,0,13.88,12,386.25,97.2,40.9,322.5,1590.3,3143.57,0.5058898,40
12956,0,9,543,2933,0.185134674,1435,9110.66,6.344470752,300,152371.79,106.1084889,339.63,7,22.9,1134.1,25.3,13.03,0,163.46,187.68,113.43,347.8,2475.96,4490.66,0.551357707,18
12957,0,9,544,2933,0.185475622,1151,8361.27,7.220440415,200,116042.93,100.2097841,215.13,0,150.7,1438.31,0,4.65,0,653.82,224.4,85.2,816.95,747.24,4121.27,0.181313042,19
12962,0,9,549,2933,0.187180361,1431,11336.28,7.894345404,500,193309.02,134.6163092,522.62,0,61.2,1214.25,45,43,0,274.78,60.66,81.13,609.5,2754.08,5143.6,0.535438214,22
12963,1000,9,550,2933,0.187521309,1377,12481.01,8.998565249,200,81556.82,58.8008796,220.26,0,62.1,863.62,25.6,26.7,0,391.9,39.6,111.5,666.76,3553.23,5741.01,0.618920713,9
12966,0,9,553,2933,0.188544153,1690,9773.03,5.762399764,500,374708.55,220.936645,501.36,0,196.5,1069.46,9.1,0.15,0,219.28,236.4,112.43,484.98,2510.95,4839.25,0.518871726,47
12967,1000,9,554,2933,0.188885101,1541,10780.82,6.959857973,200,90288.61,58.2883215,203.28,0,292.65,882.13,15,19.5,0,268.2,269.46,52.9,764.9,2378.78,4943.52,0.48119154,75
12968,0,9,555,2933,0.189226048,1805,12214.45,6.763261351,300,216553.27,119.90768,329.91,0,140.7,1355.53,74.8,7,0,259.46,225.66,149.33,448.98,3279.33,5940.79,0.552002343,21
12969,0,9,556,2933,0.189566996,1669,12973.45,7.763883902,200,192759.57,115.3558169,350.42,0,242.9,1625.01,0,46.4,0,797.5,258.84,53.5,1310.65,1856.05,6190.85,0.299805358,89
12974,0,9,561,2933,0.191271735,1172,12941.15,10.92080169,500,245858.38,207.4754262,872.69,3,23,1116.96,3.9,0,0,129.15,39.66,56.9,1790.3,3252.32,6415.19,0.506971734,11
12975,0,9,562,2933,0.191612683,1357,16138.55,11.76279155,400,190357.47,138.7445117,732.32,0,268.7,1704.24,0,27.7,8.3,677.4,3.6,344.9,2581.1,1990.61,7606.55,0.261696827,35
12978,0,9,565,2933,0.192635527,1091,10050.33,9.144977252,600,156555.53,142.4527116,621.71,0,97.9,1000.31,0,0,0,157.76,53.16,52.8,1187.78,2437.64,4987.35,0.488764574,21
12979,0,9,566,2933,0.192976475,909,10316.91,11.26300218,300,102765.92,112.189869,389.13,0,230.7,477.37,7.8,22.85,9,145.1,40.26,55.7,1435.98,2642.15,5066.91,0.52145193,13
12992,0,9,579,2933,0.197408796,808,2478.91,3.067957921,150,60898.32,75.36920792,175.12,1.1,100.3,282.96,7,0,0,75.4,28.26,103.8,36.3,643.79,1278.91,0.503389605,94
12993,1000,9,580,2933,0.197749744,1011,1789.07,1.767855731,200,82927.81,81.94447628,209.15,0,41.45,200.29,0,25.3,0,94,8.4,40.8,12,368.83,791.07,0.466241925,80
12996,0,9,583,2933,0.198772588,2453,9405.05,3.827859178,300,305795.48,124.4588848,352.54,0,103.1,1002.02,6,0,0,183.87,32.46,97.8,344.5,2756.22,4525.97,0.608978849,11
12997,2000,9,584,2933,0.199113536,2335,11041.86,4.722780154,400,287171.47,122.8278315,407.63,0,204.31,1243.27,13.9,43.1,0,444.88,59.1,92.3,439,3032,5571.86,0.54416299,61
13012,0,9,599,2933,0.204227753,1290,11024.25,8.512934363,300,126558.96,97.72892664,458.33,1.2,369.3,719.36,51,62.1,90,156.8,133,93.4,838.6,3163.49,5678.25,0.557124114,55
13013,0,9,600,2933,0.204568701,590,5110.47,8.617993255,200,30497.44,51.42907251,205.55,0,110.9,434.71,0,34.95,0,226.45,67.8,27.6,414.3,1128,2444.71,0.46140442,16
13020,0,9,607,2933,0.206955336,1645,10112.53,6.143699878,500,393712.67,239.1936027,555.1,0.1,230.32,1531.29,2.6,0,0,79.3,198.12,176.4,553.6,2430.8,5202.53,0.467234211,67
13021,0,9,608,2933,0.207296284,1401,11476.07,8.179665004,500,318655.37,227.1242837,529.14,0,275.3,1369.08,34.9,7.65,0,1172.2,258.66,179.4,912.1,1185.44,5394.73,0.219740376,29
13028,0,9,615,2933,0.209682919,1829,7865.35,4.29565811,500,360702.77,196.9976898,524.02,0,99,1308.39,15.2,2.15,0,154.3,112.38,216.38,312.1,1725.45,3945.35,0.437337625,109
13029,1500,9,616,2933,0.210023866,1291,9056.45,6.993397683,400,211060.05,162.9807336,461.35,15,197.36,792.02,25,13.1,0,822,86.46,80,822.5,1593.01,4446.45,0.358265583,52
13034,0,9,621,2933,0.211728606,1353,10410.21,7.654566176,600,281276.78,206.8211618,656.77,0.92,19,1194.9,2.8,0,0,250.1,189.72,140.5,327,2746.27,4871.21,0.563775735,12
13035,0,9,622,2933,0.212069553,1278,9377.24,7.274817688,200,126126.38,97.84823894,277.19,0,19.9,1522.18,0,12.2,0,1143.7,78.72,122.2,330,1368.34,4597.24,0.297643804,1
13038,0,9,625,2933,0.213092397,2882,16227.16,5.630520472,300,346659.29,120.2842783,353.97,0,180.8,1632.35,40.8,42.4,0,543.9,176.8,147.1,802.8,4434.73,8001.68,0.554224863,18
13039,0,9,626,2933,0.213433345,2330,23755.03,10.14305295,300,294542.7,125.7654569,435.99,0,776.8,2133.87,68.3,240.8,0,560.03,169.92,92.4,1322.3,5287.87,10652.29,0.496406876,78
13046,0,9,633,2933,0.21581998,1660,9810.75,5.910090361,300,92262.13,55.57959639,300.82,0,110.1,1250.03,10,0,0,207.56,209.22,234.9,542.7,2179.46,4743.97,0.459416902,34
13047,1500,9,634,2933,0.216160927,1390,12120.18,8.694533716,200,91965.86,65.97263989,209,0,143,921.9,5.6,3,0,355.35,97.32,208,709.88,3413.73,5857.78,0.582768557,44
13048,0,9,635,2933,0.216501875,1245,10038.73,8.030984,300,159787.49,127.829992,314.55,0,141.4,923.62,1.3,0,0,126.8,36,139.9,299.2,3090.51,4758.73,0.649440082,31
13049,0,9,636,2933,0.216842823,1035,10053.25,9.703909266,300,95499.32,92.18081081,307.09,0,178.5,1137.16,23.3,253.9,0,482.7,28.92,232.5,493.2,2008.89,4839.07,0.415139686,17
13052,0,9,639,2933,0.217865667,1603,8871.87,5.524202989,300,240820.35,149.9504047,356.33,0.9,220.9,797.5,0,1.1,0,505.9,184.76,105,320.2,2165.61,4301.87,0.503411307,49
13053,0,9,640,2933,0.218206614,1912,10636.44,5.557178683,300,253263.93,132.3218025,332.79,0,151.95,1167.24,30.8,17.65,0,361.1,151.14,130.1,689.9,2511.56,5211.44,0.481932057,29
13054,0,9,641,2933,0.218547562,1130,9802.02,8.66668435,500,345929.89,305.8619717,608.66,3.5,576,309.7,22.4,15.8,0,742.1,200.34,359.7,492.8,1959.68,4682.02,0.418554385,24
13055,0,9,642,2933,0.21888851,1076,7938.95,7.364517625,500,260053.99,241.2374675,550.65,0,80.2,452.58,8.5,47.4,0,562.5,309.3,322.9,933.52,1297.05,4013.95,0.323135565,1
13058,0,9,645,2933,0.219911354,1523,9443.21,6.192268852,300,142415.2,93.38701639,366.91,0,199.2,828.68,12.4,8.6,0,183.66,29.1,59.3,299.3,3040.57,4660.81,0.652369438,64
13059,0,9,646,2933,0.220252301,1409,11330.57,8.018803963,200,87676.54,62.04992215,212.74,0,219.36,1016.69,150.1,205.9,0,790.4,64.38,80.8,286.6,2741.34,5555.57,0.493439917,65
13060,0,9,647,2933,0.220593249,1178,8409.99,7.12107536,400,196614.62,166.4814733,409.97,0,114.3,1018.98,2.9,0,0,120.99,50.46,90.6,240.82,2680.94,4319.99,0.6205894,47
13061,1000,9,648,2933,0.220934197,1130,10458.57,9.222724868,300,140144.41,123.5841358,314.5,0,191.26,1455.1,33.1,103.85,0,604.43,38.22,133.8,470.7,2063.11,5093.57,0.405042043,24
13068,0,9,655,2933,0.223320832,1172,9549.22,8.140852515,1000,270754.98,230.8226598,1007.45,0,134.4,837.32,10,19.3,0,147.42,146.96,130.4,511.3,3009.92,4947.02,0.608430934,18
13069,0,9,656,2933,0.22366178,858,7670.62,8.94011655,200,53172.64,61.97277389,214.67,0,240.91,621.15,43.8,127.05,0,268.2,78.48,47.1,327.4,2012.13,3766.22,0.53425716,49
13074,0,9,661,2933,0.225366519,1800,11688.92,6.490238756,500,199244.45,110.6299001,501.5,0,64.3,1109.24,47,0,0,284.87,223.38,192.6,670.3,3221.03,5812.72,0.554134725,32
13075,0,9,662,2933,0.225707467,1482,11610.12,7.813001346,200,126157.75,84.89754374,256.26,0,192.85,794.94,5.5,11.4,0,445.9,197.4,108.4,596.75,3371.98,5725.12,0.588979794,4
13078,0,9,665,2933,0.22673031,1400,8108.77,5.791978571,1000,429667.58,306.9054143,1060.32,0,129.7,869.6,18.8,0,0,323.99,65.34,74.59,243.7,2413.95,4139.67,0.583126191,38
13079,1500,9,666,2933,0.227071258,1132,8185.14,7.217936508,300,91073.37,80.31161376,302.77,0,34.4,814.29,0,17.1,0,916.5,46.92,97.3,420.6,1498.03,3845.14,0.389590496,20
13090,0,9,677,2933,0.230821684,1112,7714.49,6.912625448,300,118880.4,106.5236559,314.84,0,90,1197.68,3.9,0,0,165.26,66.84,36,93.8,2031.01,3684.49,0.551232328,50
13091,2000,9,678,2933,0.231162632,915,7783.3,8.469314472,400,88634.8,96.44700762,400.82,0,36,918.47,5,1,0,337.43,88.44,104.7,763.25,1554.01,3808.3,0.408058714,15
13094,0,9,681,2933,0.232185476,1368,11331.96,8.259446064,500,297285.05,216.6800656,507.09,0,54.4,913.65,3.1,0,0,441.7,118.14,243.2,811.7,3176.07,5761.96,0.551213476,22
13095,0,9,682,2933,0.232526423,1254,11850.81,9.420357711,400,230013.49,182.8406121,425.36,0,30.1,699.53,5,16.95,0,220.2,74.04,111.3,559,3989.69,5705.81,0.699232887,5
13098,0,9,685,2933,0.233549267,1440,11869.66,8.225682606,500,211430.22,146.521289,508.55,0,387.5,1069,12.8,0.7,0,257.58,118.62,148.63,796,3088.83,5879.66,0.525341601,83
13099,0,9,686,2933,0.233890215,1779,17875.72,9.980859855,200,140687.64,78.55256281,227.16,0,452.92,1065.54,68.4,93.7,0,345.95,196.08,108.75,1744.6,4020.1,8096.04,0.4965514,111
13104,0,9,691,2933,0.235594954,1077,6370.62,5.915153203,200,60007.82,55.71756732,205.59,0,150.3,865.79,8.9,0.13,0,92,5.52,95.6,209.7,1642.68,3070.62,0.53496688,26
13105,1500,9,692,2933,0.235935902,961,5955.27,6.196951093,100,51921.08,54.02817898,189.88,0,30,596.59,32.6,6.75,0,329.6,54,132.6,493.7,1379.43,3055.27,0.451492012,24
13108,0,9,695,2933,0.236958745,1196,9158.6,7.64490818,200,96436.83,80.49818865,228.25,0,106,928.38,0,0,0,230.52,10.8,47.2,222.74,3081.62,4627.26,0.66597079,69
13109,1000,9,696,2933,0.237299693,1259,10377.92,8.229912768,200,62790.56,49.79425852,204.11,0,362.2,827.61,20,19,0,250.16,25.2,103.8,316.9,3253.05,5177.92,0.628254202,104
13116,0,9,703,2933,0.239686328,1096,9320.85,8.4735,500,294695.24,267.9047636,952.17,0.1,333,678.8,263,5.8,0,176.7,40.9,168.5,842.1,2450.37,4959.27,0.49409893,68
13117,0,9,704,2933,0.240027276,993,9756.37,9.805396985,300,100393.27,100.8977588,301.44,0,761.55,807.19,2.3,33.75,0,107.6,68.4,105.2,726,2024.74,4636.73,0.436674122,105
13120,0,9,707,2933,0.241050119,1175,8029.39,6.833523404,200,123626.7,105.2142128,403.87,0.2,40.6,1169.86,26,1.1,0,93.9,141.06,149.9,692.46,1960.11,4275.19,0.458484886,54
13121,1000,9,708,2933,0.241391067,1437,8993.8,6.254381085,200,104917.85,72.96095271,210,0,424.25,797.66,23.7,39.85,29,31.5,140.4,141.5,570.31,2225.63,4423.8,0.503103667,70
13124,0,9,711,2933,0.242413911,1741,15799.97,9.06481354,500,240360.64,137.9005393,503.77,1,317.2,2618.49,0,0,0,183.76,266.82,98.5,1881.4,2312.8,7679.97,0.30114701,62
13125,0,9,712,2933,0.242754859,1290,10972.65,8.466550926,200,76333.92,58.89962963,205.31,0,125.05,913.25,0,0.5,0,1078.12,194.58,76.7,940.2,2035.99,5364.39,0.379538028,47
13126,0,9,713,2933,0.243095806,986,9263.99,9.376508097,600,152285.63,154.135253,601.35,0,204.3,1134.01,0,0,0,142.3,85.92,76,818.5,2063.96,4524.99,0.456124765,18
13127,0,9,714,2933,0.243436754,760,7117.23,9.315746073,300,64949.52,85.01246073,308.72,0,243.1,587.73,11,0,0,403.32,118.62,55.5,511.6,1616.36,3547.23,0.455668226,8
13128,0,9,715,2933,0.243777702,862,9397.06,10.88882966,500,112923.41,130.8498378,582.29,0,97.5,1382.98,16.25,2,0,88.6,193.86,104.1,1555.9,1207.35,4648.54,0.25972671,27
13129,0,9,716,2933,0.24411865,529,5132.18,9.665122411,200,45009.71,84.76404896,220.3,0,70.1,866.44,0,0,0,266.73,133.08,30.1,429.2,681.53,2477.18,0.275123326,7
13130,0,9,717,2933,0.244459598,1701,13613.36,7.998448884,800,250950.07,147.4442244,829.06,0,429.63,1498.8,0.4,0,66,149.48,119.6,169.8,1140.1,3273.95,6847.76,0.478105249,99
13131,0,9,718,2933,0.244800546,1660,12448.61,7.490138387,400,86984.53,52.33726233,402.23,0,373.03,1050.99,28,103.9,0,113.83,64.92,131.4,666.6,3648.5,6181.17,0.59026042,69
13136,0,9,723,2933,0.246505285,1512,9909.33,6.527885375,200,204889.05,134.9730237,945.03,0.2,130.6,933.12,5.9,19.3,0,342.77,126.72,116.6,664.95,2899.17,5239.33,0.55334747,39
13137,0,9,724,2933,0.246846233,1122,8749.69,7.743088496,100,60164.35,53.24278761,120.21,0,177.16,682.6,12,16.15,0,325.03,86.16,41.4,374.5,2449.69,4164.69,0.588204644,31
13146,0,9,733,2933,0.249914763,1565,10783.55,6.864131127,300,277466.84,176.6179758,436.9,0,240.9,1210.34,95.9,4.5,0,262.16,73.18,64.3,306.7,3045.83,5303.81,0.57427208,85
13147,0,9,734,2933,0.250255711,1268,10448.11,8.175359937,300,138223.45,108.1560642,332.36,0,212.8,623.43,22,42.6,0,415.8,92.8,48.6,597.35,3096.73,5152.11,0.601060536,46
13148,0,9,735,2933,0.250596659,1347,8122.29,6.016511111,500,212170.59,157.1634,552.99,0,170.1,1025.57,15.3,0.8,0,195.07,136.8,275.02,229.8,1908.43,3956.89,0.482305548,10
13149,0,9,736,2933,0.250937607,1018,8597.78,8.379902534,200,76501.9,74.56325536,266.26,0,34,458.82,34.15,52.35,0,123.2,169.26,70.4,324.43,2711.07,3977.68,0.681570664,24
13150,0,9,737,2933,0.251278554,1269,9656.41,7.58555381,800,352587.05,276.9733307,812.78,2,119.1,718.1,19.2,20.8,0,200.72,211.36,156.4,897.7,2353.03,4698.41,0.500814105,8
13151,0,9,738,2933,0.251619502,1002,8163.91,8.075084075,500,143380.42,141.8203956,514.67,0,155.2,548.21,0,1.3,0,526.9,193.32,98.8,762.9,1560.68,3847.31,0.40565486,3
13158,0,9,745,2933,0.254006137,1734,10916.71,6.270367605,400,251987.87,144.7374325,442.33,0,172.5,1385.58,3.1,9.95,0,422.74,114.18,114.6,346,2760.86,5329.51,0.518032615,57
13159,1500,9,746,2933,0.254347085,1529,12179.95,7.960751634,200,166765.65,108.9971569,298.55,0,166,717.7,69.1,9.9,0,844.5,118.26,170.9,683.15,2941.38,5720.89,0.514147274,69
13172,0,9,759,2933,0.258779407,1797,11084.76,6.1582,800,1006466.04,559.1478,1687.6,2.8,322.1,833.35,34.6,1,0,413.45,126.26,183.2,836.46,3367.34,6120.56,0.550168612,56
13173,0,9,760,2933,0.259120355,2145,10917.86,5.080437413,800,1024553.62,476.7583155,983.51,0,271.9,1342.16,43.2,13.4,0,288,146.58,132.1,651.9,2423.62,5312.86,0.456179911,25
13180,0,9,767,2933,0.261506989,2099,10634.22,5.061504046,300,186822.99,88.92098525,348.47,0,122.4,1386.54,0,2,0,255.7,120.66,167.68,587.26,2523.96,5166.2,0.488552514,56
13181,0,9,768,2933,0.261847937,2697,11654.9,4.311838698,300,218668.04,80.89827599,300.77,0,172.4,1657.39,26.8,7.65,0,480.2,138.48,138.5,554.7,2392.26,5568.38,0.429615077,50
13188,0,9,775,2933,0.264234572,1064,8549.76,8.005393258,300,128375.42,120.2017041,333.57,0,108.32,1060.69,3.8,13.1,0,304.99,54.36,12.6,259.4,2447.5,4264.76,0.573889269,5
13189,0,9,776,2933,0.26457552,909,7394.08,8.080961749,200,95322.23,104.1773005,244.76,0,75.98,1078.03,0,8.55,0,743.2,57.6,24.7,364.25,1221.77,3574.08,0.341841817,1
13196,0,9,783,2933,0.266962155,1554,8528.47,5.446021711,500,432411.71,276.1249745,552.11,0,137.4,896.29,0,49.4,0,289.94,88.36,53.35,388.4,2445.33,4348.47,0.562342617,84
13197,2000,9,784,2933,0.267303103,1621,13784.14,8.477330873,600,382979.31,235.534631,629.43,0,312.2,1155.69,0,45.3,0,909.7,70.5,163.4,945.4,2729.49,6331.68,0.431084641,86
13198,0,9,785,2933,0.26764405,1523,9329.22,6.105510471,300,91773.46,60.06116492,328.57,0,380.36,940.59,2.13,105.2,0,203.8,58.06,54.9,550.6,2459.22,4754.86,0.517201348,67
13199,0,9,786,2933,0.267984998,825,6557.3,7.948242424,200,46041.77,55.80820606,212.44,0,300.23,521.54,0,38.1,0,319.9,48.06,107.5,318.3,1503.67,3157.3,0.476251861,61
13202,0,9,789,2933,0.269007842,867,7011.35,8.068296893,200,78181.9,89.96766398,469.1,0,199.5,571.7,0,30.4,0,192.93,3.06,84.3,450.4,2119.46,3651.75,0.580395701,42
13203,0,9,790,2933,0.26934879,709,6616.93,9.319619718,500,71697.12,100.9818592,500.55,0,123.1,738.95,5.5,101.25,0,289.2,3.6,40.6,601.6,1328.13,3231.93,0.410940212,40
13212,0,9,799,2933,0.27241732,1271,8527.89,6.709590873,400,192540.49,151.4874036,411.96,0,66.2,1154.88,0,3.2,0,284.42,73.68,9.55,157.11,2466.17,4215.21,0.585064564,61
13213,1500,9,800,2933,0.272758268,1216,7719.74,6.332846596,400,174936.3,143.5080394,401.65,0,53.2,790.1,0,61.75,0,885.5,40.02,40,531.98,1547.19,3949.74,0.391719455,54
13214,0,9,801,2933,0.273099216,1263,9006.71,7.09748621,500,219796.41,173.2044208,503.92,0,74.9,359.29,1.83,27,0,467.26,3.6,7.2,194.86,3356.61,4492.55,0.747150282,55
13215,0,9,802,2933,0.273440164,927,8268.97,8.815533049,300,115015.32,122.6176119,373.51,0,11.8,402.64,0,2.9,0,55.5,21.6,9.2,814.3,2773.03,4090.97,0.677841685,17
13216,0,9,803,2933,0.273781111,1404,11700.41,8.292282069,343.75,143599.07,101.7711339,330.99,0,87.7,513.48,25.5,32.3,0,350.03,73.98,98.3,897.1,3656.92,5735.31,0.637615055,24
13217,0,9,804,2933,0.274122059,1272,12593.7,9.854225352,500,139081.54,108.8274961,501.97,0,74.9,512.89,5,26.55,0,300.7,68.46,19.1,949.4,3833.58,5790.58,0.662037309,11
13220,0,9,807,2933,0.275144903,1308,8849.46,6.760473644,300,169483.13,129.4752712,307.44,40,210.9,1146.54,35.5,23.1,0,236.89,9.26,129.1,218,2390.17,4439.46,0.538392057,65
13221,0,9,808,2933,0.275485851,1029,8396.98,8.128731849,300,177751.55,172.0731365,360.62,0,116.66,1229.68,4.6,60.7,0,856.9,9.48,134.4,487.6,1241.96,4141.98,0.299846933,22
